internalField   nonuniform List<vector> 
106488
(
(12.4408 0.00221026 -0.0752364)
(12.4465 0.00174184 -0.0677051)
(12.4517 0.00137117 -0.0609022)
(12.4565 0.0010782 -0.0547627)
(12.4608 0.000846928 -0.049226)
(12.4648 0.000664586 -0.0442359)
(12.4684 0.000521017 -0.0397408)
(12.4716 0.000408123 -0.0356934)
(12.4746 0.000319451 -0.0320505)
(12.4773 0.000249852 -0.0287728)
(12.4797 0.000195217 -0.0258243)
(12.4819 0.000152261 -0.0231728)
(12.4839 0.000118356 -0.0207888)
(12.4857 9.13899e-05 -0.0186457)
(12.4873 6.96654e-05 -0.0167196)
(12.4888 5.18076e-05 -0.0149889)
(12.4901 3.67024e-05 -0.013434)
(12.4913 2.3437e-05 -0.0120375)
(12.4924 1.1271e-05 -0.0107837)
(12.4934 -4.1044e-07 -0.00965848)
(12.4942 -1.21185e-05 -0.00864937)
(12.495 -2.42773e-05 -0.0077452)
(12.4957 -3.7234e-05 -0.00693612)
(12.4964 -5.12615e-05 -0.00621348)
(12.497 -6.65598e-05 -0.00556981)
(12.4975 -8.32575e-05 -0.00499869)
(12.4979 -0.000101403 -0.0044948)
(12.4984 -0.000120948 -0.00405387)
(12.4987 -0.000141707 -0.00367272)
(12.4991 -0.000163312 -0.00334928)
(12.4994 -0.000185175 -0.00308267)
(12.4997 -0.000206428 -0.00287329)
(12.5 -0.000225838 -0.00272297)
(12.5003 -0.000241683 -0.00263513)
(12.5006 -0.000251606 -0.00261503)
(12.5008 -0.000252478 -0.00267002)
(12.5011 -0.000240191 -0.00280988)
(12.5014 -0.000209385 -0.00304725)
(12.5017 -0.000153126 -0.00339805)
(12.5021 -6.25879e-05 -0.00388199)
(12.5024 7.33655e-05 -0.00452323)
(12.5028 0.000268715 -0.00535097)
(12.5033 0.000540821 -0.00640011)
(12.5038 0.000910906 -0.00771183)
(12.5044 0.00140852 -0.00934684)
(12.5051 0.0021257 -0.0115451)
(12.506 0.00326041 -0.0147804)
(12.5067 0.00509608 -0.0196373)
(12.5096 0.00822932 -0.0274416)
(12.5023 0.0130628 -0.0384192)
(12.5271 0.0224362 -0.0599146)
(12.4484 0.0337919 -0.089141)
(9.98119 0.138181 -0.370469)
(10.1085 0.100955 -0.334513)
(10.1052 0.0741345 -0.302089)
(10.1355 0.0525477 -0.265584)
(10.1572 0.0374782 -0.233187)
(10.1767 0.027005 -0.204812)
(10.1935 0.0197559 -0.180549)
(10.2078 0.0147086 -0.160017)
(10.2201 0.011154 -0.142702)
(10.2305 0.00861611 -0.128098)
(10.2396 0.00673903 -0.115499)
(10.2479 0.00528786 -0.104201)
(10.2555 0.00414854 -0.0939227)
(10.2625 0.00325529 -0.0845928)
(10.2689 0.00255559 -0.0761403)
(10.2747 0.00200775 -0.068495)
(10.2801 0.00157886 -0.0615889)
(10.2849 0.00124306 -0.0553573)
(10.2894 0.000980058 -0.0497394)
(10.2934 0.000773993 -0.0446783)
(10.2971 0.000612454 -0.0401218)
(10.3004 0.000485748 -0.0360215)
(10.3035 0.000386293 -0.0323333)
(10.3062 0.000308157 -0.0290169)
(10.3087 0.000246691 -0.0260357)
(10.3109 0.000198246 -0.0233564)
(10.313 0.000159952 -0.0209489)
(10.3148 0.000129544 -0.0187859)
(10.3165 0.000105231 -0.0168429)
(10.318 8.55899e-05 -0.0150978)
(10.3193 6.94833e-05 -0.0135305)
(10.3205 5.5996e-05 -0.0121231)
(10.3216 4.43974e-05 -0.0108595)
(10.3226 3.40725e-05 -0.00972516)
(10.3235 2.45387e-05 -0.00870713)
(10.3243 1.53823e-05 -0.00779381)
(10.325 6.25715e-06 -0.00697487)
(10.3257 -3.1282e-06 -0.00624112)
(10.3263 -1.30163e-05 -0.00558446)
(10.3268 -2.36039e-05 -0.00499777)
(10.3273 -3.50434e-05 -0.00447488)
(10.3277 -4.74514e-05 -0.00401051)
(10.3281 -6.0896e-05 -0.00360028)
(10.3284 -7.5383e-05 -0.00324064)
(10.3287 -9.08294e-05 -0.00292895)
(10.329 -0.000107041 -0.00266349)
(10.3293 -0.000123687 -0.00244349)
(10.3295 -0.00014026 -0.00226924)
(10.3298 -0.000156006 -0.0021422)
(10.33 -0.000169823 -0.00206519)
(10.3302 -0.000180185 -0.0020425)
(10.3304 -0.000185028 -0.00208023)
(10.3306 -0.00018158 -0.00218653)
(10.3308 -0.000166104 -0.00237201)
(10.3311 -0.00013366 -0.00265008)
(10.3314 -7.78296e-05 -0.00303756)
(10.3317 9.75015e-06 -0.00355527)
(10.332 0.000139977 -0.00422859)
(10.3324 0.000326803 -0.00508827)
(10.3329 0.000587943 -0.00617128)
(10.3334 0.000948767 -0.007532)
(10.3341 0.00148371 -0.00937761)
(10.3351 0.0023589 -0.0121238)
(10.336 0.00383631 -0.0163094)
(10.3392 0.00652809 -0.0231975)
(10.3332 0.0107947 -0.033101)
(10.3597 0.0206854 -0.0537858)
(10.2831 0.032222 -0.0839777)
(6.84523 0.102992 -0.272309)
(6.98688 0.0652004 -0.242178)
(6.99799 0.0451117 -0.217441)
(7.0321 0.0297966 -0.189658)
(7.05471 0.0200915 -0.165483)
(7.07306 0.0138071 -0.144573)
(7.08785 0.0097003 -0.126862)
(7.09985 0.00697872 -0.111992)
(7.10973 0.00514087 -0.099534)
(7.11792 0.00387533 -0.089085)
(7.12492 0.00296824 -0.0801122)
(7.13117 0.00228652 -0.0721007)
(7.13685 0.00176515 -0.0648403)
(7.142 0.00136615 -0.0582744)
(7.14669 0.00106044 -0.0523465)
(7.15094 0.000825852 -0.047002)
(7.1548 0.000645488 -0.0421887)
(7.1583 0.000506513 -0.0378577)
(7.16148 0.000399177 -0.0339633)
(7.16436 0.000316064 -0.0304636)
(7.16697 0.000251535 -0.0273199)
(7.16934 0.000201295 -0.024497)
(7.17148 0.000162058 -0.0219627)
(7.17342 0.000131313 -0.0196881)
(7.17517 0.000107129 -0.0176469)
(7.17675 8.80169e-05 -0.0158153)
(7.17819 7.28233e-05 -0.0141719)
(7.17948 6.06545e-05 -0.0126974)
(7.18065 5.08078e-05 -0.0113745)
(7.1817 4.27315e-05 -0.0101877)
(7.18265 3.59872e-05 -0.00912293)
(7.18351 3.02231e-05 -0.00816767)
(7.18428 2.51573e-05 -0.00731068)
(7.18497 2.05538e-05 -0.0065419)
(7.1856 1.62224e-05 -0.00585232)
(7.18616 1.19985e-05 -0.00523391)
(7.18667 7.73792e-06 -0.00467952)
(7.18712 3.31711e-06 -0.00418281)
(7.18753 -1.36943e-06 -0.00373817)
(7.18789 -6.41462e-06 -0.00334069)
(7.18822 -1.18985e-05 -0.00298609)
(7.18852 -1.78939e-05 -0.00267073)
(7.18878 -2.44606e-05 -0.00239153)
(7.18902 -3.16351e-05 -0.00214603)
(7.18923 -3.94216e-05 -0.00193236)
(7.18942 -4.77934e-05 -0.00174927)
(7.1896 -5.6686e-05 -0.00159617)
(7.18976 -6.59696e-05 -0.00147317)
(7.18991 -7.54115e-05 -0.00138119)
(7.19004 -8.46471e-05 -0.00132206)
(7.19018 -9.31567e-05 -0.00129866)
(7.19031 -0.000100206 -0.00131509)
(7.19044 -0.000104728 -0.00137692)
(7.19059 -0.000105203 -0.0014914)
(7.19074 -9.95749e-05 -0.00166786)
(7.19092 -8.50301e-05 -0.0019181)
(7.19112 -5.76037e-05 -0.00225684)
(7.19136 -1.18323e-05 -0.00270224)
(7.19164 5.96983e-05 -0.00327679)
(7.19198 0.000167283 -0.00400785)
(7.19239 0.000326318 -0.00493582)
(7.19292 0.000578437 -0.00620868)
(7.19369 0.00102243 -0.0081292)
(7.1946 0.00184374 -0.011115)
(7.19773 0.00359666 -0.0162178)
(7.19308 0.00631273 -0.0236964)
(7.22082 0.016199 -0.0414461)
(7.15225 0.0279749 -0.0712634)
(2.6224 0.0367487 -0.118831)
(2.73755 0.0185537 -0.101812)
(2.74772 0.0116032 -0.0907356)
(2.76939 0.00659395 -0.077944)
(2.78183 0.00386838 -0.0672596)
(2.79093 0.00231796 -0.0582111)
(2.79776 0.00142078 -0.0506705)
(2.80305 0.000893702 -0.0444258)
(2.80725 0.000577165 -0.0392524)
(2.81067 0.000383111 -0.0349545)
(2.81355 0.000259398 -0.0312937)
(2.81609 0.00017699 -0.0280489)
(2.81838 0.00012136 -0.0251281)
(2.82045 8.38983e-05 -0.0225032)
(2.82233 5.87077e-05 -0.020147)
(2.82403 4.17704e-05 -0.018034)
(2.82557 3.03633e-05 -0.0161405)
(2.82697 2.2652e-05 -0.0144446)
(2.82824 1.7406e-05 -0.0129261)
(2.82939 1.3803e-05 -0.011567)
(2.83043 1.12958e-05 -0.0103506)
(2.83137 9.52092e-06 -0.00926208)
(2.83223 8.23571e-06 -0.00828799)
(2.833 7.27945e-06 -0.00741627)
(2.8337 6.54637e-06 -0.00663613)
(2.83433 5.96329e-06 -0.00593787)
(2.83491 5.48051e-06 -0.00531284)
(2.83542 5.06632e-06 -0.00475327)
(2.83589 4.69495e-06 -0.00425225)
(2.83631 4.34847e-06 -0.00380356)
(2.83669 4.01301e-06 -0.00340169)
(2.83703 3.67614e-06 -0.00304168)
(2.83734 3.32636e-06 -0.00271912)
(2.83762 2.95552e-06 -0.00243006)
(2.83787 2.55183e-06 -0.00217101)
(2.83809 2.10575e-06 -0.00193882)
(2.83829 1.60372e-06 -0.00173072)
(2.83847 1.03344e-06 -0.00154425)
(2.83864 3.83234e-07 -0.00137722)
(2.83878 -3.6197e-07 -0.00122773)
(2.83891 -1.21934e-06 -0.00109411)
(2.83903 -2.20867e-06 -0.000974937)
(2.83913 -3.35292e-06 -0.000868988)
(2.83923 -4.67542e-06 -0.000775282)
(2.83931 -6.19909e-06 -0.000693054)
(2.83938 -7.95344e-06 -0.000621766)
(2.83945 -9.97569e-06 -0.000561118)
(2.83951 -1.23026e-05 -0.000511074)
(2.83956 -1.49642e-05 -0.000471888)
(2.83961 -1.79894e-05 -0.000444146)
(2.83965 -2.14113e-05 -0.000428816)
(2.83969 -2.52494e-05 -0.000427328)
(2.83973 -2.94767e-05 -0.000441637)
(2.83977 -3.40145e-05 -0.000474332)
(2.83982 -3.87288e-05 -0.000528799)
(2.83986 -4.33345e-05 -0.000609359)
(2.83992 -4.72546e-05 -0.000721432)
(2.83998 -4.9542e-05 -0.000871872)
(2.84006 -4.86413e-05 -0.00106927)
(2.84015 -4.18723e-05 -0.00132417)
(2.84028 -2.49298e-05 -0.00165253)
(2.84046 1.23599e-05 -0.00210986)
(2.84074 9.68986e-05 -0.00281205)
(2.84111 0.000295054 -0.0039319)
(2.84304 0.000864618 -0.00599791)
(2.84006 0.0017287 -0.00893829)
(2.86313 0.00699261 -0.0186213)
(2.82027 0.0154508 -0.0421705)
(0.902769 -0.00468158 -0.037129)
(0.947252 1.30486e-05 -0.0324636)
(0.941623 -0.00093997 -0.0291885)
(0.948638 -0.000232335 -0.0252496)
(0.950155 -0.00018607 -0.0220328)
(0.952033 -8.9845e-05 -0.0192089)
(0.953322 -4.90006e-05 -0.0168407)
(0.954387 -2.56708e-05 -0.0148561)
(0.955274 -1.2707e-05 -0.0131964)
(0.956028 -5.72064e-06 -0.0118064)
(0.956691 -1.9366e-06 -0.0106142)
(0.957299 3.83422e-08 -0.00955066)
(0.957869 9.04215e-07 -0.00858761)
(0.958401 1.09886e-06 -0.00771726)
(0.958898 9.14512e-07 -0.00693191)
(0.959361 5.39455e-07 -0.00622416)
(0.959792 9.55571e-08 -0.00558697)
(0.960192 -3.43514e-07 -0.00501376)
(0.960562 -7.34735e-07 -0.00449844)
(0.960903 -1.0577e-06 -0.00403539)
(0.961218 -1.306e-06 -0.00361945)
(0.961506 -1.48172e-06 -0.00324595)
(0.961771 -1.59174e-06 -0.00291063)
(0.962014 -1.64525e-06 -0.00260963)
(0.962235 -1.65225e-06 -0.00233947)
(0.962436 -1.62263e-06 -0.00209701)
(0.96262 -1.56585e-06 -0.00187942)
(0.962787 -1.49038e-06 -0.00168416)
(0.962938 -1.40369e-06 -0.00150893)
(0.963075 -1.31181e-06 -0.00135168)
(0.963199 -1.21937e-06 -0.00121057)
(0.963312 -1.12936e-06 -0.00108395)
(0.963413 -1.04216e-06 -0.000970316)
(0.963505 -9.62811e-07 -0.000868357)
(0.963588 -8.91651e-07 -0.000776867)
(0.963663 -8.31863e-07 -0.000694787)
(0.963731 -7.86338e-07 -0.00062117)
(0.963792 -7.55381e-07 -0.000555174)
(0.963848 -7.38199e-07 -0.000496048)
(0.963899 -7.35534e-07 -0.000443124)
(0.963945 -7.49665e-07 -0.00039582)
(0.963987 -7.82685e-07 -0.000353637)
(0.964026 -8.33808e-07 -0.000316153)
(0.964063 -9.01366e-07 -0.000283006)
(0.964097 -9.85201e-07 -0.000253898)
(0.964129 -1.08817e-06 -0.000228597)
(0.964161 -1.21296e-06 -0.000206956)
(0.964191 -1.35815e-06 -0.000188916)
(0.964221 -1.52117e-06 -0.000174501)
(0.964251 -1.70231e-06 -0.000163818)
(0.964282 -1.90232e-06 -0.000157091)
(0.964314 -2.1167e-06 -0.000154675)
(0.964348 -2.33868e-06 -0.000157075)
(0.964383 -2.56536e-06 -0.000164969)
(0.964421 -2.79471e-06 -0.000179245)
(0.964461 -3.01803e-06 -0.000201017)
(0.964504 -3.22633e-06 -0.00023168)
(0.96455 -3.41535e-06 -0.000272997)
(0.964599 -3.59231e-06 -0.000327162)
(0.96465 -3.76625e-06 -0.000396827)
(0.964702 -3.80869e-06 -0.00048583)
(0.964758 -4.21629e-06 -0.000608535)
(0.96486 -7.85462e-06 -0.000796317)
(0.964721 1.81227e-05 -0.00107924)
(0.96556 -8.34225e-05 -0.00160293)
(0.962982 0.000315109 -0.00237262)
(0.967058 0.000149921 -0.00416832)
(0.949899 0.0117894 -0.0112303)
(2.66944 -0.0184651 -0.104675)
(2.76155 -0.00428198 -0.0930584)
(2.75486 -0.00447555 -0.0836675)
(2.77115 -0.0019296 -0.0729109)
(2.77624 -0.00121258 -0.0638072)
(2.78145 -0.000669515 -0.0558183)
(2.78522 -0.000381712 -0.0490657)
(2.78832 -0.000215574 -0.0433812)
(2.7909 -0.000119446 -0.038609)
(2.79309 -6.42156e-05 -0.0345994)
(2.79502 -3.20168e-05 -0.0311506)
(2.79678 -1.32925e-05 -0.0280666)
(2.79843 -3.19769e-06 -0.0252677)
(2.79997 1.33327e-06 -0.0227329)
(2.8014 2.43521e-06 -0.0204412)
(2.80274 1.56892e-06 -0.0183723)
(2.80398 -2.8841e-07 -0.0165067)
(2.80513 -2.50535e-06 -0.0148258)
(2.8062 -4.69146e-06 -0.0133126)
(2.80718 -6.62533e-06 -0.0119511)
(2.80809 -8.19849e-06 -0.0107267)
(2.80892 -9.37597e-06 -0.00962596)
(2.80969 -1.01683e-05 -0.00863675)
(2.81039 -1.06123e-05 -0.00774796)
(2.81102 -1.0759e-05 -0.00694955)
(2.81161 -1.06648e-05 -0.00623243)
(2.81214 -1.03861e-05 -0.00558838)
(2.81262 -9.97397e-06 -0.00501003)
(2.81305 -9.47234e-06 -0.0044907)
(2.81345 -8.91843e-06 -0.00402441)
(2.81381 -8.34296e-06 -0.00360575)
(2.81414 -7.77104e-06 -0.00322989)
(2.81443 -7.22557e-06 -0.00289246)
(2.8147 -6.72322e-06 -0.00258959)
(2.81494 -6.28177e-06 -0.00231777)
(2.81515 -5.91452e-06 -0.00207387)
(2.81535 -5.6306e-06 -0.0018551)
(2.81553 -5.43599e-06 -0.00165898)
(2.81569 -5.33785e-06 -0.0014833)
(2.81584 -5.3454e-06 -0.0013261)
(2.81597 -5.46638e-06 -0.00118568)
(2.8161 -5.70117e-06 -0.00106057)
(2.81621 -6.04627e-06 -0.000949515)
(2.81632 -6.50326e-06 -0.000851476)
(2.81642 -7.08003e-06 -0.000765599)
(2.81651 -7.78415e-06 -0.000691246)
(2.8166 -8.61241e-06 -0.000628014)
(2.81669 -9.55231e-06 -0.000575751)
(2.81677 -1.05939e-05 -0.000534554)
(2.81686 -1.17303e-05 -0.000504801)
(2.81695 -1.29435e-05 -0.00048721)
(2.81704 -1.41976e-05 -0.000482892)
(2.81714 -1.54509e-05 -0.000493396)
(2.81724 -1.66597e-05 -0.000520794)
(2.81734 -1.77689e-05 -0.000567784)
(2.81745 -1.87101e-05 -0.000637775)
(2.81757 -1.94069e-05 -0.000735021)
(2.8177 -1.97663e-05 -0.000864835)
(2.81782 -1.9702e-05 -0.00103379)
(2.81796 -1.91044e-05 -0.00124989)
(2.81809 -1.75737e-05 -0.00152487)
(2.81823 -1.57272e-05 -0.00190248)
(2.81845 -1.59927e-05 -0.00247627)
(2.8182 4.82962e-05 -0.00335294)
(2.81971 -0.000136891 -0.00490415)
(2.81425 0.000918432 -0.00730585)
(2.82458 0.000524825 -0.0126352)
(2.78711 0.0249699 -0.0292049)
(4.43252 -0.0379842 -0.167753)
(4.54742 -0.0157511 -0.150736)
(4.54128 -0.0109724 -0.135726)
(4.56361 -0.00585282 -0.118868)
(4.57183 -0.00346919 -0.104301)
(4.57987 -0.00200668 -0.0914848)
(4.58588 -0.00116542 -0.0805899)
(4.59085 -0.000674037 -0.0713836)
(4.59502 -0.000384794 -0.0636305)
(4.59858 -0.000214847 -0.0570988)
(4.60171 -0.000113458 -0.0514681)
(4.60458 -5.2713e-05 -0.0464228)
(4.60726 -1.83888e-05 -0.0418354)
(4.60976 -1.46979e-06 -0.0376738)
(4.6121 4.43619e-06 -0.0339055)
(4.61427 3.78365e-06 -0.0304985)
(4.6163 -3.98901e-07 -0.027422)
(4.61817 -6.11242e-06 -0.0246468)
(4.61991 -1.20923e-05 -0.0221455)
(4.62151 -1.75879e-05 -0.0198927)
(4.62298 -2.22007e-05 -0.0178646)
(4.62434 -2.57665e-05 -0.0160398)
(4.62558 -2.82704e-05 -0.0143985)
(4.62672 -2.97885e-05 -0.0129227)
(4.62776 -3.04477e-05 -0.0115959)
(4.62871 -3.03978e-05 -0.0104035)
(4.62958 -2.97923e-05 -0.00933196)
(4.63036 -2.87737e-05 -0.00836916)
(4.63108 -2.74677e-05 -0.00750418)
(4.63172 -2.5982e-05 -0.00672716)
(4.63231 -2.44086e-05 -0.00602923)
(4.63284 -2.28288e-05 -0.0054024)
(4.63332 -2.13166e-05 -0.00483949)
(4.63376 -1.99257e-05 -0.00433407)
(4.63415 -1.87056e-05 -0.00388036)
(4.63451 -1.76911e-05 -0.00347319)
(4.63483 -1.69073e-05 -0.00310796)
(4.63512 -1.63787e-05 -0.00278052)
(4.63539 -1.61346e-05 -0.00248724)
(4.63563 -1.62015e-05 -0.00222488)
(4.63585 -1.65926e-05 -0.00199063)
(4.63605 -1.73049e-05 -0.00178206)
(4.63624 -1.83361e-05 -0.00159711)
(4.63641 -1.96992e-05 -0.00143406)
(4.63657 -2.14129e-05 -0.00129153)
(4.63673 -2.3479e-05 -0.00116851)
(4.63687 -2.58723e-05 -0.00106436)
(4.63702 -2.85592e-05 -0.000978868)
(4.63716 -3.15115e-05 -0.000912245)
(4.6373 -3.46872e-05 -0.000865189)
(4.63744 -3.80042e-05 -0.000838963)
(4.63759 -4.13481e-05 -0.000835483)
(4.63774 -4.45876e-05 -0.000857409)
(4.6379 -4.75586e-05 -0.000908282)
(4.63806 -5.00516e-05 -0.000992676)
(4.63824 -5.18264e-05 -0.00111636)
(4.63842 -5.25949e-05 -0.00128655)
(4.63861 -5.19819e-05 -0.00151218)
(4.63881 -4.95505e-05 -0.00180425)
(4.63901 -4.47297e-05 -0.00217613)
(4.63921 -3.65845e-05 -0.00264759)
(4.6394 -2.38183e-05 -0.00329273)
(4.63967 8.40504e-07 -0.00426795)
(4.63933 9.43651e-05 -0.00576114)
(4.64107 3.96533e-05 -0.00833673)
(4.63375 0.00145277 -0.0123821)
(4.64739 0.00130859 -0.0208888)
(4.59718 0.0237381 -0.0430289)
(6.16835 -0.0569592 -0.226236)
(6.29056 -0.0299766 -0.204951)
(6.28306 -0.0190446 -0.184951)
(6.30837 -0.0110322 -0.162666)
(6.31866 -0.00651196 -0.143109)
(6.32878 -0.00384079 -0.125836)
(6.33661 -0.00225414 -0.111077)
(6.34319 -0.00131527 -0.0985603)
(6.34878 -0.000756594 -0.087987)
(6.35357 -0.000424723 -0.0790568)
(6.3578 -0.000224776 -0.0713416)
(6.36169 -0.000103698 -0.0644152)
(6.36534 -3.43219e-05 -0.0581062)
(6.36875 6.26598e-07 -0.0523732)
(6.37193 1.35316e-05 -0.0471741)
(6.3749 1.31044e-05 -0.0424668)
(6.37766 5.33284e-06 -0.0382107)
(6.38022 -5.78657e-06 -0.0343668)
(6.38259 -1.76914e-05 -0.0308983)
(6.38478 -2.88327e-05 -0.0277711)
(6.3868 -3.8363e-05 -0.0249533)
(6.38865 -4.59064e-05 -0.0224157)
(6.39035 -5.13938e-05 -0.0201314)
(6.39191 -5.49449e-05 -0.0180758)
(6.39333 -5.6787e-05 -0.0162267)
(6.39463 -5.71978e-05 -0.0145636)
(6.39581 -5.64672e-05 -0.0130683)
(6.39689 -5.48714e-05 -0.011724)
(6.39787 -5.26595e-05 -0.0105157)
(6.39875 -5.00486e-05 -0.00942979)
(6.39956 -4.72274e-05 -0.008454)
(6.40029 -4.4361e-05 -0.00757729)
(6.40095 -4.15947e-05 -0.00678974)
(6.40154 -3.90457e-05 -0.00608242)
(6.40208 -3.68059e-05 -0.00544733)
(6.40257 -3.49476e-05 -0.0048773)
(6.40301 -3.35295e-05 -0.00436592)
(6.40342 -3.26069e-05 -0.00390747)
(6.40378 -3.22361e-05 -0.00349687)
(6.40411 -3.24618e-05 -0.00312966)
(6.40441 -3.33061e-05 -0.00280194)
(6.40469 -3.47727e-05 -0.00251034)
(6.40495 -3.6867e-05 -0.002252)
(6.40518 -3.96079e-05 -0.00202457)
(6.40541 -4.30105e-05 -0.00182615)
(6.40562 -4.70575e-05 -0.00165539)
(6.40582 -5.16971e-05 -0.00151147)
(6.40601 -5.68647e-05 -0.00139412)
(6.40621 -6.2485e-05 -0.00130372)
(6.4064 -6.84376e-05 -0.00124131)
(6.40659 -7.45313e-05 -0.00120877)
(6.40679 -8.05183e-05 -0.00120883)
(6.40699 -8.60988e-05 -0.00124531)
(6.4072 -9.08899e-05 -0.00132328)
(6.40742 -9.44124e-05 -0.00144921)
(6.40765 -9.60966e-05 -0.00163127)
(6.40789 -9.52321e-05 -0.00187961)
(6.40813 -9.0913e-05 -0.00220681)
(6.40838 -8.20235e-05 -0.00262817)
(6.40863 -6.70883e-05 -0.00316228)
(6.40887 -4.39951e-05 -0.00383665)
(6.40909 -7.32122e-06 -0.00475577)
(6.40937 6.37003e-05 -0.0061374)
(6.40894 0.000213745 -0.008248)
(6.41067 0.000414154 -0.0118159)
(6.40206 0.00200373 -0.0174046)
(6.41726 0.00280279 -0.028577)
(6.35911 0.022909 -0.0538026)
(7.85068 -0.0718983 -0.279958)
(7.97083 -0.043208 -0.255229)
(7.95906 -0.0270849 -0.230903)
(7.98449 -0.0163645 -0.20384)
(7.9955 -0.0097371 -0.17979)
(8.00677 -0.00579995 -0.158463)
(8.01587 -0.00341736 -0.140152)
(8.02369 -0.001991 -0.124568)
(8.03043 -0.00113597 -0.111365)
(8.03627 -0.000625416 -0.100187)
(8.04147 -0.000317104 -0.0905086)
(8.04628 -0.000130585 -0.0818038)
(8.0508 -2.44066e-05 -0.073861)
(8.05504 2.79794e-05 -0.0666319)
(8.059 4.57724e-05 -0.0600662)
(8.0627 4.25838e-05 -0.0541134)
(8.06615 2.78365e-05 -0.0487242)
(8.06935 7.86083e-06 -0.0438513)
(8.07231 -1.32582e-05 -0.0394496)
(8.07505 -3.3036e-05 -0.0354769)
(8.07757 -5.01031e-05 -0.0318939)
(8.07989 -6.38458e-05 -0.0286645)
(8.08202 -7.41452e-05 -0.0257551)
(8.08397 -8.11901e-05 -0.0231351)
(8.08575 -8.53447e-05 -0.0207766)
(8.08738 -8.70568e-05 -0.0186542)
(8.08886 -8.67971e-05 -0.0167448)
(8.09021 -8.50191e-05 -0.0150273)
(8.09144 -8.21369e-05 -0.0134828)
(8.09255 -7.85176e-05 -0.0120941)
(8.09356 -7.44809e-05 -0.0108458)
(8.09447 -7.03064e-05 -0.00972385)
(8.0953 -6.6234e-05 -0.00871567)
(8.09605 -6.24605e-05 -0.00780997)
(8.09673 -5.91417e-05 -0.00699658)
(8.09734 -5.64059e-05 -0.0062664)
(8.0979 -5.43605e-05 -0.00561129)
(8.0984 -5.31017e-05 -0.00502399)
(8.09886 -5.27168e-05 -0.00449804)
(8.09928 -5.32707e-05 -0.0040278)
(8.09966 -5.48005e-05 -0.00360829)
(8.10001 -5.73252e-05 -0.00323526)
(8.10033 -6.08605e-05 -0.0029051)
(8.10063 -6.5422e-05 -0.00261481)
(8.1009 -7.10045e-05 -0.00236207)
(8.10117 -7.75603e-05 -0.00214518)
(8.10142 -8.50018e-05 -0.00196316)
(8.10166 -9.32122e-05 -0.00181574)
(8.1019 -0.000102028 -0.00170349)
(8.10214 -0.000111199 -0.00162785)
(8.10238 -0.000120372 -0.00159128)
(8.10262 -0.000129096 -0.00159742)
(8.10287 -0.000136801 -0.00165124)
(8.10312 -0.000142761 -0.00175932)
(8.10339 -0.000146073 -0.00193003)
(8.10366 -0.000145636 -0.00217388)
(8.10394 -0.000140062 -0.00250393)
(8.10423 -0.000127607 -0.00293621)
(8.10451 -0.000106087 -0.00349014)
(8.10479 -7.26284e-05 -0.00418911)
(8.10505 -2.31724e-05 -0.00506779)
(8.10529 5.40234e-05 -0.00626001)
(8.10555 0.00019542 -0.00804117)
(8.105 0.000448494 -0.0107486)
(8.10664 0.000960162 -0.0152446)
(8.0971 0.00271532 -0.0222001)
(8.11315 0.00469909 -0.0355091)
(8.04979 0.0231501 -0.0622774)
(9.45006 -0.0806716 -0.328703)
(9.56287 -0.052747 -0.301139)
(9.5442 -0.0333356 -0.273124)
(9.56726 -0.0206497 -0.241906)
(9.57759 -0.012375 -0.213877)
(9.58902 -0.00738188 -0.188921)
(9.59875 -0.00432177 -0.167398)
(9.60737 -0.00247521 -0.149022)
(9.61496 -0.00136567 -0.133409)
(9.62164 -0.000704537 -0.120159)
(9.62764 -0.000308416 -0.108665)
(9.63323 -7.28151e-05 -0.0983088)
(9.63851 5.65364e-05 -0.0888431)
(9.64349 0.000114785 -0.0802146)
(9.64815 0.000127526 -0.0723668)
(9.65252 0.000113001 -0.0652422)
(9.65659 8.3884e-05 -0.0587843)
(9.66037 4.87002e-05 -0.0529383)
(9.66388 1.29435e-05 -0.0476522)
(9.66712 -2.00664e-05 -0.0428766)
(9.6701 -4.85307e-05 -0.0385657)
(9.67285 -7.1685e-05 -0.0346769)
(9.67538 -8.94424e-05 -0.0311708)
(9.67769 -0.000102137 -0.0280113)
(9.6798 -0.00011034 -0.0251653)
(9.68173 -0.000114736 -0.0226027)
(9.68349 -0.000116032 -0.0202959)
(9.68509 -0.000114915 -0.0182199)
(9.68655 -0.000112009 -0.0163522)
(9.68787 -0.000107875 -0.0146723)
(9.68907 -0.000103001 -0.0131615)
(9.69015 -9.78067e-05 -0.0118033)
(9.69114 -9.26568e-05 -0.0105824)
(9.69203 -8.78453e-05 -0.00948535)
(9.69283 -8.36158e-05 -0.00849991)
(9.69356 -8.0169e-05 -0.00761516)
(9.69423 -7.76752e-05 -0.0068213)
(9.69482 -7.62805e-05 -0.00610961)
(9.69537 -7.61065e-05 -0.00547235)
(9.69586 -7.72439e-05 -0.0049027)
(9.69632 -7.97519e-05 -0.00439473)
(9.69673 -8.36698e-05 -0.00394332)
(9.69711 -8.90212e-05 -0.00354413)
(9.69747 -9.58073e-05 -0.00319362)
(9.6978 -0.000103989 -0.00288902)
(9.69811 -0.000113478 -0.00262836)
(9.6984 -0.000124133 -0.00241051)
(9.69869 -0.000135751 -0.00223525)
