internalField   nonuniform List<vector> 
(0.847479 -1.21198e-06 -1.60976e-05)
(0.847485 -1.0843e-06 -1.42931e-05)
(0.84749 -9.60558e-07 -1.25381e-05)
(0.847496 -8.3596e-07 -1.07532e-05)
(0.847501 -7.16708e-07 -8.99469e-06)
(0.847506 -6.16958e-07 -7.3413e-06)
(0.847512 -5.58431e-07 -5.9545e-06)
(0.847516 -5.59752e-07 -4.87033e-06)
(0.847522 -1.06608e-06 -4.92571e-06)
(0.961698 -0.0124244 -0.0375056)
(0.995045 -0.00810163 -0.0299038)
(1.00307 -0.0050418 -0.0245931)
(1.01328 -0.00334112 -0.0197288)
(1.02072 -0.002225 -0.0160345)
(1.02646 -0.00153544 -0.0131974)
(1.03097 -0.00110162 -0.011016)
(1.03453 -0.000822045 -0.00932687)
(1.03739 -0.000637943 -0.00800428)
(1.03969 -0.000513636 -0.00695646)
(1.04162 -0.000425591 -0.0060991)
(1.04331 -0.000359665 -0.00536566)
(1.04481 -0.000308908 -0.00472649)
(1.04614 -0.00026925 -0.00416876)
(1.04733 -0.000237681 -0.0036814)
(1.0484 -0.000212002 -0.00325487)
(1.04934 -0.000190623 -0.00288101)
(1.05019 -0.00017241 -0.00255281)
(1.05095 -0.000156564 -0.00226424)
(1.05162 -0.000142523 -0.00201015)
(1.05223 -0.000129899 -0.00178609)
(1.05277 -0.000118425 -0.00158825)
(1.05326 -0.000107919 -0.00141334)
(1.0537 -9.8255e-05 -0.00125851)
(1.05409 -8.93447e-05 -0.0011213)
(1.05443 -8.1124e-05 -0.000999591)
(1.05475 -7.35443e-05 -0.000891517)
(1.05503 -6.65659e-05 -0.000795467)
(1.05528 -6.0154e-05 -0.000710037)
(1.0555 -5.42757e-05 -0.000633995)
(1.05571 -4.88992e-05 -0.000566265)
(1.05589 -4.39936e-05 -0.000505904)
(1.05605 -3.95286e-05 -0.00045208)
(1.05619 -3.54745e-05 -0.000404062)
(1.05632 -3.18018e-05 -0.000361206)
(1.05644 -2.84815e-05 -0.000322941)
(1.05654 -2.54852e-05 -0.000288763)
(1.05664 -2.27859e-05 -0.000258226)
(1.05672 -2.03574e-05 -0.000230934)
(1.05679 -1.81753e-05 -0.000206537)
(1.05686 -1.6217e-05 -0.000184722)
(1.05692 -1.44626e-05 -0.000165211)
(1.05697 -1.28936e-05 -0.000147759)
(1.05702 -1.14923e-05 -0.000132146)
(1.05707 -1.02416e-05 -0.000118175)
(1.0571 -9.12507e-06 -0.000105672)
(1.05714 -8.12779e-06 -9.44808e-05)
(1.05717 -7.23723e-06 -8.44633e-05)
(1.0572 -6.44316e-06 -7.54947e-05)
(1.05722 -5.73666e-06 -6.74641e-05)
(1.05724 -5.10895e-06 -6.02724e-05)
(1.05726 -4.55091e-06 -5.3831e-05)
(1.05728 -4.0538e-06 -4.80611e-05)
(1.0573 -3.61028e-06 -4.28917e-05)
(1.05731 -3.21477e-06 -3.82599e-05)
(1.05732 -2.86273e-06 -3.41101e-05)
(1.05733 -2.5499e-06 -3.0393e-05)
(1.05734 -2.27214e-06 -2.70653e-05)
(1.05735 -2.02585e-06 -2.40881e-05)
(1.05736 -1.80795e-06 -2.14276e-05)
(1.05737 -1.61408e-06 -1.90346e-05)
(1.05737 -1.42732e-06 -1.67071e-05)
(1.05738 -1.24114e-06 -1.43403e-05)
(1.05739 -1.06501e-06 -1.20079e-05)
(1.05739 -9.19185e-07 -9.81337e-06)
(1.0574 -8.2269e-07 -7.95658e-06)
(1.05741 -8.53641e-07 -6.51255e-06)
(1.05741 -1.36756e-06 -6.45679e-06)
(1.14696 -0.0136695 -0.0431906)
(1.18082 -0.00969241 -0.0348024)
(1.18915 -0.00616584 -0.0287841)
(1.19989 -0.00414312 -0.0232667)
(1.20802 -0.00278405 -0.0190214)
(1.21438 -0.00192445 -0.0157395)
(1.21944 -0.00137835 -0.0131986)
(1.22348 -0.00102495 -0.0112191)
(1.22673 -0.000792116 -0.00966087)
(1.22938 -0.000635357 -0.00842058)
(1.2316 -0.000524937 -0.00740154)
(1.23355 -0.00044286 -0.00652649)
(1.23529 -0.00038021 -0.00576121)
(1.23684 -0.000331712 -0.00509122)
(1.23822 -0.000293452 -0.00450393)
(1.23946 -0.000262569 -0.00398848)
(1.24057 -0.000236997 -0.00353548)
(1.24156 -0.000215268 -0.00313684)
(1.24245 -0.000196351 -0.00278555)
(1.24324 -0.000179536 -0.00247561)
(1.24395 -0.000164339 -0.0022018)
(1.24459 -0.000150435 -0.00195963)
(1.24516 -0.000137612 -0.0017452)
(1.24567 -0.000125729 -0.00155513)
(1.24613 -0.000114692 -0.0013865)
(1.24654 -0.000104438 -0.00123673)
(1.24691 -9.49241e-05 -0.00110362)
(1.24724 -8.61132e-05 -0.00098521)
(1.24753 -7.79742e-05 -0.000879807)
(1.2478 -7.04768e-05 -0.000785919)
(1.24804 -6.35905e-05 -0.000702238)
(1.24825 -5.7284e-05 -0.000627615)
(1.24844 -5.15253e-05 -0.000561037)
(1.24861 -4.62814e-05 -0.00050161)
(1.24876 -4.15185e-05 -0.000448546)
(1.2489 -3.72031e-05 -0.000401146)
(1.24902 -3.3302e-05 -0.000358792)
(1.24913 -2.97828e-05 -0.000320936)
(1.24923 -2.66136e-05 -0.00028709)
(1.24932 -2.37638e-05 -0.000256824)
(1.2494 -2.12053e-05 -0.000229753)
(1.24947 -1.89117e-05 -0.000205535)
(1.24953 -1.68587e-05 -0.000183865)
(1.24959 -1.50232e-05 -0.000164473)
(1.24964 -1.33837e-05 -0.000147117)
(1.24968 -1.19207e-05 -0.000131581)
(1.24972 -1.06158e-05 -0.000117672)
(1.24976 -9.45227e-06 -0.000105218)
(1.24979 -8.415e-06 -9.40651e-05)
(1.24982 -7.49053e-06 -8.40769e-05)
(1.24985 -6.66704e-06 -7.51302e-05)
(1.24987 -5.93421e-06 -6.71154e-05)
(1.24989 -5.28281e-06 -5.99348e-05)
(1.24991 -4.70424e-06 -5.35011e-05)
(1.24993 -4.1901e-06 -4.77365e-05)
(1.24994 -3.73259e-06 -4.25717e-05)
(1.24995 -3.32489e-06 -3.79453e-05)
(1.24997 -2.96166e-06 -3.38027e-05)
(1.24998 -2.63871e-06 -3.00957e-05)
(1.24999 -2.35259e-06 -2.67821e-05)
(1.24999 -2.09809e-06 -2.38012e-05)
(1.25 -1.85378e-06 -2.09016e-05)
(1.25001 -1.61132e-06 -1.7953e-05)
(1.25002 -1.38318e-06 -1.50466e-05)
(1.25003 -1.19409e-06 -1.23105e-05)
(1.25003 -1.06229e-06 -9.98138e-06)
(1.25004 -1.1087e-06 -8.17556e-06)
(1.25005 -1.57073e-06 -7.99881e-06)
(1.31558 -0.0135378 -0.0480997)
(1.34937 -0.0101783 -0.0390554)
(1.35757 -0.00660478 -0.0324513)
(1.36841 -0.00447999 -0.0263963)
(1.37691 -0.00302481 -0.0216865)
(1.38367 -0.0020869 -0.0180263)
(1.38911 -0.00148717 -0.0151762)
(1.39349 -0.00109894 -0.0129441)
(1.39706 -0.000844181 -0.0111792)
(1.39998 -0.000673973 -0.00976861)
(1.40244 -0.000555341 -0.00860555)
(1.4046 -0.000468281 -0.00760353)
(1.40654 -0.000402779 -0.00672448)
(1.40827 -0.000352826 -0.00595262)
(1.40983 -0.00031396 -0.0052742)
(1.41122 -0.000282923 -0.00467725)
(1.41246 -0.000257379 -0.00415139)
(1.41358 -0.000235683 -0.00368762)
(1.41458 -0.000216701 -0.00327814)
(1.41548 -0.000199667 -0.00291619)
(1.41628 -0.000184079 -0.00259591)
(1.417 -0.000169618 -0.00231222)
(1.41764 -0.000156086 -0.00206068)
(1.41822 -0.000143371 -0.00183744)
(1.41874 -0.000131407 -0.00163915)
(1.4192 -0.000120163 -0.00146288)
(1.41962 -0.000109618 -0.00130607)
(1.41999 -9.9762e-05 -0.00116646)
(1.42033 -9.05828e-05 -0.0010421)
(1.42063 -8.20668e-05 -0.000931248)
(1.4209 -7.41968e-05 -0.00083239)
(1.42114 -6.69515e-05 -0.000744183)
(1.42136 -6.03052e-05 -0.000665445)
(1.42155 -5.42285e-05 -0.000595132)
(1.42172 -4.86898e-05 -0.000532321)
(1.42188 -4.36567e-05 -0.000476192)
(1.42202 -3.90961e-05 -0.000426019)
(1.42214 -3.4974e-05 -0.00038116)
(1.42225 -3.12563e-05 -0.000341041)
(1.42235 -2.79103e-05 -0.000305154)
(1.42244 -2.49045e-05 -0.000273046)
(1.42252 -2.22082e-05 -0.000244315)
(1.4226 -1.97923e-05 -0.000218601)
(1.42266 -1.76306e-05 -0.000195585)
(1.42272 -1.56996e-05 -0.00017498)
(1.42277 -1.39775e-05 -0.000156531)
(1.42282 -1.24429e-05 -0.000140011)
(1.42286 -1.10751e-05 -0.000125216)
(1.42289 -9.85512e-06 -0.000111965)
(1.42293 -8.76681e-06 -0.000100095)
(1.42296 -7.79724e-06 -8.94601e-05)
(1.42298 -6.9355e-06 -7.99318e-05)
(1.42301 -6.17118e-06 -7.1394e-05)
(1.42303 -5.49328e-06 -6.37437e-05)
(1.42305 -4.89102e-06 -5.68889e-05)
(1.42306 -4.35487e-06 -5.07473e-05)
(1.42308 -3.87721e-06 -4.52456e-05)
(1.42309 -3.45186e-06 -4.03187e-05)
(1.4231 -3.07388e-06 -3.59093e-05)
(1.42311 -2.73921e-06 -3.1967e-05)
(1.42312 -2.44208e-06 -2.84199e-05)
(1.42313 -2.15757e-06 -2.49692e-05)
(1.42314 -1.8758e-06 -2.14596e-05)
(1.42315 -1.61103e-06 -1.79996e-05)
(1.42316 -1.39043e-06 -1.47416e-05)
(1.42317 -1.23085e-06 -1.19564e-05)
(1.42318 -1.27584e-06 -9.80057e-06)
(1.42319 -1.64047e-06 -9.5073e-06)
(1.46409 -0.0119018 -0.0522644)
(1.49754 -0.00934626 -0.0426675)
(1.50542 -0.00611944 -0.0355787)
(1.51604 -0.00415511 -0.0290871)
(1.52469 -0.00279277 -0.0239924)
(1.53165 -0.00190514 -0.0200172)
(1.53733 -0.00133856 -0.0169077)
(1.54196 -0.00097514 -0.0144621)
(1.54575 -0.000740168 -0.0125211)
(1.54888 -0.000586311 -0.0109646)
(1.55152 -0.000481663 -0.00967732)
(1.55386 -0.000407022 -0.00856525)
(1.55596 -0.000352628 -0.00758708)
(1.55785 -0.000312488 -0.00672605)
(1.55954 -0.000282176 -0.00596749)
(1.56106 -0.000258493 -0.00529856)
(1.56242 -0.00023918 -0.00470811)
(1.56364 -0.000222685 -0.00418639)
(1.56474 -0.000207977 -0.00372496)
(1.56572 -0.000194396 -0.00331645)
(1.5666 -0.000181547 -0.00295445)
(1.56739 -0.00016921 -0.00263338)
(1.5681 -0.000157287 -0.00234836)
(1.56874 -0.000145749 -0.00209514)
(1.56931 -0.00013461 -0.00187)
(1.56982 -0.000123904 -0.00166969)
(1.57028 -0.000113673 -0.00149134)
(1.57069 -0.000103953 -0.00133245)
(1.57106 -9.47761e-05 -0.00119082)
(1.57139 -8.61632e-05 -0.0010645)
(1.57168 -7.81259e-05 -0.000951793)
(1.57195 -7.06654e-05 -0.000851177)
(1.57219 -6.37733e-05 -0.000761323)
(1.5724 -5.74343e-05 -0.000681051)
(1.57259 -5.16282e-05 -0.000609315)
(1.57276 -4.63306e-05 -0.000545189)
(1.57292 -4.15132e-05 -0.000487851)
(1.57305 -3.71463e-05 -0.000436569)
(1.57318 -3.31996e-05 -0.000390694)
(1.57329 -2.96426e-05 -0.000349647)
(1.57339 -2.64436e-05 -0.000312914)
(1.57347 -2.35715e-05 -0.000280038)
(1.57355 -2.09966e-05 -0.000250608)
(1.57362 -1.86925e-05 -0.00022426)
(1.57369 -1.66342e-05 -0.000200668)
(1.57375 -1.47983e-05 -0.00017954)
(1.5738 -1.31619e-05 -0.000160617)
(1.57384 -1.17036e-05 -0.000143668)
(1.57388 -1.04036e-05 -0.000128485)
(1.57392 -9.24559e-06 -0.000114881)
(1.57395 -8.21566e-06 -0.000102692)
(1.57398 -7.30161e-06 -9.17691e-05)
(1.57401 -6.49111e-06 -8.19806e-05)
(1.57403 -5.77211e-06 -7.32093e-05)
(1.57405 -5.13348e-06 -6.53497e-05)
(1.57407 -4.56578e-06 -5.83077e-05)
(1.57409 -4.06103e-06 -5.19991e-05)
(1.5741 -3.61274e-06 -4.63494e-05)
(1.57411 -3.21557e-06 -4.12927e-05)
(1.57413 -2.86512e-06 -3.67713e-05)
(1.57414 -2.55478e-06 -3.27028e-05)
(1.57415 -2.25829e-06 -2.8744e-05)
(1.57416 -1.96448e-06 -2.4717e-05)
(1.57417 -1.68875e-06 -2.07463e-05)
(1.57418 -1.45708e-06 -1.70076e-05)
(1.57419 -1.28221e-06 -1.38011e-05)
(1.57419 -1.31364e-06 -1.13211e-05)
(1.57421 -1.55013e-06 -1.09256e-05)
(1.58852 -0.00873975 -0.0556954)
(1.62159 -0.00711644 -0.0456362)
(1.62911 -0.00457515 -0.03815)
(1.6394 -0.00304206 -0.0313111)
(1.64804 -0.00198031 -0.0259054)
(1.65509 -0.00129323 -0.0216757)
(1.66091 -0.000865479 -0.0183557)
(1.6657 -0.000601301 -0.0157361)
(1.66965 -0.00043902 -0.0136509)
(1.67292 -0.000339609 -0.0119743)
(1.67571 -0.000277402 -0.0105845)
(1.67819 -0.00023746 -0.00938122)
(1.68041 -0.000211971 -0.00832057)
(1.68242 -0.000195921 -0.00738507)
(1.68422 -0.000185681 -0.00655934)
(1.68584 -0.000178709 -0.0058299)
(1.6873 -0.000173292 -0.00518496)
(1.68861 -0.000168334 -0.00461424)
(1.68978 -0.000163186 -0.00410876)
(1.69084 -0.000157511 -0.00366067)
(1.69178 -0.000151183 -0.00326312)
(1.69263 -0.000144217 -0.00291015)
(1.69339 -0.000136705 -0.0025965)
(1.69408 -0.000128782 -0.0023176)
(1.69469 -0.000120601 -0.00206942)
(1.69524 -0.00011231 -0.00184845)
(1.69573 -0.000104047 -0.00165159)
(1.69617 -9.59297e-05 -0.0014761)
(1.69657 -8.80572e-05 -0.00131958)
(1.69692 -8.05066e-05 -0.00117993)
(1.69724 -7.33343e-05 -0.00105526)
(1.69753 -6.65787e-05 -0.000943923)
(1.69778 -6.02628e-05 -0.000844462)
(1.69801 -5.43977e-05 -0.000755577)
(1.69822 -4.8983e-05 -0.00067612)
(1.6984 -4.40094e-05 -0.000605073)
(1.69857 -3.94619e-05 -0.00054153)
(1.69871 -3.53218e-05 -0.000484684)
(1.69885 -3.15681e-05 -0.00043382)
(1.69897 -2.81759e-05 -0.000388301)
(1.69907 -2.51192e-05 -0.000347559)
(1.69917 -2.23717e-05 -0.000311087)
(1.69925 -1.99081e-05 -0.000278433)
(1.69933 -1.77033e-05 -0.000249194)
(1.6994 -1.57335e-05 -0.000223008)
(1.69946 -1.39755e-05 -0.000199554)
(1.69951 -1.24086e-05 -0.000178546)
(1.69956 -1.10131e-05 -0.000159725)
(1.69961 -9.77177e-06 -0.000142863)
(1.69965 -8.66881e-06 -0.000127753)
(1.69968 -7.69064e-06 -0.000114213)
(1.69971 -6.82383e-06 -0.000102078)
(1.69974 -6.05585e-06 -9.12029e-05)
(1.69977 -5.37489e-06 -8.14575e-05)
(1.69979 -4.77099e-06 -7.27244e-05)
(1.69981 -4.23538e-06 -6.48994e-05)
(1.69983 -3.76087e-06 -5.78891e-05)
(1.69984 -3.34145e-06 -5.16111e-05)
(1.69986 -2.97199e-06 -4.59918e-05)
(1.69987 -2.64732e-06 -4.09673e-05)
(1.69988 -2.36045e-06 -3.6445e-05)
(1.69989 -2.08677e-06 -3.20442e-05)
(1.6999 -1.81602e-06 -2.7567e-05)
(1.69991 -1.56224e-06 -2.31527e-05)
(1.69993 -1.3464e-06 -1.89967e-05)
(1.69994 -1.17549e-06 -1.5423e-05)
(1.69994 -1.19289e-06 -1.26629e-05)
(1.69995 -1.28539e-06 -1.21867e-05)
(1.68421 -0.00414547 -0.0583781)
(1.71702 -0.00354868 -0.0479424)
(1.72431 -0.00196696 -0.0401392)
(1.73427 -0.0011155 -0.0330354)
(1.74286 -0.000556176 -0.0273894)
(1.74995 -0.000222211 -0.0229638)
(1.75586 -4.38928e-05 -0.0194822)
(1.76075 4.16539e-05 -0.0167289)
(1.76482 7.41692e-05 -0.0145326)
(1.76821 7.7781e-05 -0.0127635)
(1.7711 6.65967e-05 -0.0112945)
(1.77368 4.76298e-05 -0.0100206)
(1.776 2.49447e-05 -0.00889603)
(1.7781 1.53341e-06 -0.00790269)
(1.77999 -2.06163e-05 -0.0070247)
(1.78169 -4.02903e-05 -0.00624808)
(1.78322 -5.68482e-05 -0.00556061)
(1.7846 -7.00597e-05 -0.00495156)
(1.78583 -7.99743e-05 -0.00441156)
(1.78694 -8.68216e-05 -0.00393242)
(1.78794 -9.09351e-05 -0.00350696)
(1.78883 -9.26973e-05 -0.0031289)
(1.78963 -9.25026e-05 -0.00279271)
(1.79035 -9.07326e-05 -0.00249358)
(1.79099 -8.77393e-05 -0.00222724)
(1.79157 -8.38361e-05 -0.00198997)
(1.79209 -7.92947e-05 -0.00177848)
(1.79256 -7.43448e-05 -0.00158987)
(1.79297 -6.91762e-05 -0.00142159)
(1.79335 -6.39407e-05 -0.00127138)
(1.79368 -5.8757e-05 -0.00113725)
(1.79398 -5.3716e-05 -0.00101744)
(1.79425 -4.88845e-05 -0.000910368)
(1.79449 -4.43088e-05 -0.000814663)
(1.79471 -4.00173e-05 -0.000729092)
(1.7949 -3.60258e-05 -0.000652562)
(1.79508 -3.23403e-05 -0.000584102)
(1.79523 -2.89592e-05 -0.000522848)
(1.79537 -2.58742e-05 -0.000468032)
(1.7955 -2.3073e-05 -0.000418968)
(1.79561 -2.05404e-05 -0.000375048)
(1.79571 -1.82603e-05 -0.000335726)
(1.7958 -1.6214e-05 -0.000300516)
(1.79588 -1.43823e-05 -0.000268983)
(1.79595 -1.27455e-05 -0.000240741)
(1.79602 -1.12855e-05 -0.000215443)
(1.79608 -9.98504e-06 -0.00019278)
(1.79613 -8.82929e-06 -0.000172475)
(1.79617 -7.80434e-06 -0.00015428)
(1.79622 -6.89799e-06 -0.000137976)
(1.79625 -6.09749e-06 -0.000123364)
(1.79629 -5.39072e-06 -0.000110268)
(1.79632 -4.76613e-06 -9.85319e-05)
(1.79634 -4.21412e-06 -8.80134e-05)
(1.79637 -3.72638e-06 -7.85871e-05)
(1.79639 -3.2961e-06 -7.01405e-05)
(1.79641 -2.91744e-06 -6.25734e-05)
(1.79642 -2.58537e-06 -5.57965e-05)
(1.79644 -2.29479e-06 -4.97308e-05)
(1.79645 -2.04061e-06 -4.43065e-05)
(1.79646 -1.81651e-06 -3.94242e-05)
(1.79647 -1.60402e-06 -3.46723e-05)
(1.79649 -1.39518e-06 -2.98383e-05)
(1.7965 -1.19988e-06 -2.50723e-05)
(1.79651 -1.03099e-06 -2.05852e-05)
(1.79652 -8.89847e-07 -1.67206e-05)
(1.79653 -9.01801e-07 -1.37431e-05)
(1.79654 -8.46452e-07 -1.32132e-05)
(1.74557 0.00165172 -0.0602621)
(1.77836 0.00114311 -0.0495383)
(1.78568 0.0015569 -0.0414991)
(1.79545 0.00152011 -0.0342119)
(1.80407 0.00140611 -0.0283967)
(1.81122 0.0012545 -0.0238351)
(1.8172 0.00108577 -0.0202425)
(1.82219 0.00092201 -0.0173976)
(1.82634 0.000773758 -0.0151258)
(1.82982 0.000644629 -0.0132939)
(1.83279 0.000532493 -0.0117712)
(1.83544 0.00043318 -0.0104496)
(1.83784 0.000345385 -0.00928185)
(1.84001 0.000269121 -0.00824952)
(1.84196 0.000203954 -0.00733633)
(1.84372 0.000149147 -0.00652798)
(1.8453 0.000103775 -0.0058119)
(1.84672 6.68189e-05 -0.0051771)
(1.848 3.72369e-05 -0.00461393)
(1.84914 1.40111e-05 -0.00411395)
(1.85017 -3.81675e-06 -0.00366977)
(1.8511 -1.71256e-05 -0.00327488)
(1.85193 -2.67049e-05 -0.0029236)
(1.85267 -3.32511e-05 -0.00261091)
(1.85333 -3.73681e-05 -0.00233241)
(1.85393 -3.95724e-05 -0.00208424)
(1.85447 -4.02998e-05 -0.00186297)
(1.85495 -3.99134e-05 -0.0016656)
(1.85538 -3.87113e-05 -0.00148946)
(1.85576 -3.69352e-05 -0.00133221)
(1.85611 -3.47787e-05 -0.00119177)
(1.85642 -3.23943e-05 -0.00106629)
(1.8567 -2.98996e-05 -0.000954156)
(1.85695 -2.73834e-05 -0.000853909)
(1.85717 -2.49121e-05 -0.000764267)
(1.85737 -2.25331e-05 -0.000684089)
(1.85755 -2.02791e-05 -0.000612359)
(1.85771 -1.81696e-05 -0.000548175)
(1.85785 -1.62156e-05 -0.000490732)
(1.85798 -1.44215e-05 -0.000439314)
(1.8581 -1.27879e-05 -0.000393282)
(1.8582 -1.13104e-05 -0.000352068)
(1.8583 -9.98167e-06 -0.00031516)
(1.85838 -8.7914e-06 -0.000282106)
(1.85845 -7.72879e-06 -0.0002525)
(1.85852 -6.78247e-06 -0.000225978)
(1.85858 -5.9426e-06 -0.000202218)
(1.85863 -5.20015e-06 -0.000180928)
(1.85868 -4.54724e-06 -0.000161851)
(1.85872 -3.97511e-06 -0.000144755)
(1.85876 -3.47477e-06 -0.000129433)
(1.8588 -3.0371e-06 -0.000115701)
(1.85883 -2.65435e-06 -0.000103393)
(1.85885 -2.31987e-06 -9.23627e-05)
(1.85888 -2.02818e-06 -8.24768e-05)
(1.8589 -1.77459e-06 -7.36181e-05)
(1.85892 -1.5551e-06 -6.56815e-05)
(1.85894 -1.36564e-06 -5.85737e-05)
(1.85895 -1.20213e-06 -5.22118e-05)
(1.85897 -1.0607e-06 -4.65229e-05)
(1.85898 -9.3773e-07 -4.14026e-05)
(1.85899 -8.23444e-07 -3.64187e-05)
(1.859 -7.13326e-07 -3.1349e-05)
(1.85902 -6.10911e-07 -2.63497e-05)
(1.85903 -5.20812e-07 -2.1643e-05)
(1.85904 -4.36121e-07 -1.7587e-05)
(1.85905 -4.50662e-07 -1.44697e-05)
(1.85906 -2.51573e-07 -1.3916e-05)
(1.76579 0.00825129 -0.061244)
(1.7989 0.00656269 -0.0503309)
(1.80662 0.00566749 -0.0421455)
(1.81645 0.00460254 -0.0347627)
(1.82523 0.00370214 -0.0288561)
(1.83251 0.00297817 -0.0242242)
(1.83861 0.00239923 -0.0205763)
(1.8437 0.0019412 -0.0176869)
(1.84794 0.00158039 -0.0153791)
(1.85149 0.00129603 -0.0135179)
(1.85452 0.00106659 -0.0119706)
(1.85723 0.000874566 -0.0106274)
(1.85968 0.000712188 -0.00944037)
(1.86188 0.000575822 -0.00839087)
(1.86387 0.00046207 -0.00746238)
(1.86567 0.000367812 -0.00664037)
(1.86728 0.000290229 -0.00591212)
(1.86872 0.000226805 -0.00526647)
(1.87002 0.000175319 -0.00469362)
(1.87119 0.00013383 -0.00418502)
(1.87223 0.000100658 -0.00373315)
(1.87317 7.43599e-05 -0.00333141)
(1.87401 5.37051e-05 -0.00297402)
(1.87476 3.76515e-05 -0.00265589)
(1.87544 2.53227e-05 -0.00237255)
(1.87604 1.59859e-05 -0.00212006)
(1.87659 9.03314e-06 -0.00189494)
(1.87707 3.96282e-06 -0.00169414)
(1.87751 3.6437e-07 -0.00151495)
(1.8779 -2.09645e-06 -0.00135498)
(1.87825 -3.68905e-06 -0.00121211)
(1.87856 -4.62863e-06 -0.00108447)
(1.87884 -5.08579e-06 -0.0009704)
(1.87909 -5.19549e-06 -0.000868429)
(1.87932 -5.06361e-06 -0.000777249)
(1.87952 -4.77149e-06 -0.000695699)
(1.8797 -4.38022e-06 -0.000622744)
(1.87987 -3.93502e-06 -0.000557467)
(1.88001 -3.46929e-06 -0.000499047)
(1.88014 -3.00711e-06 -0.000446756)
(1.88026 -2.56503e-06 -0.000399944)
(1.88036 -2.15345e-06 -0.000358031)
(1.88046 -1.77802e-06 -0.000320499)
(1.88054 -1.44088e-06 -0.000286886)
(1.88062 -1.14177e-06 -0.00025678)
(1.88068 -8.79646e-07 -0.000229811)
(1.88074 -6.53324e-07 -0.000205649)
(1.8808 -4.61592e-07 -0.000184)
(1.88085 -3.02249e-07 -0.000164602)
(1.88089 -1.72178e-07 -0.000147218)
(1.88093 -6.75879e-08 -0.000131639)
(1.88096 1.50668e-08 -0.000117675)
(1.88099 7.90835e-08 -0.00010516)
(1.88102 1.27175e-07 -9.39435e-05)
(1.88105 1.61625e-07 -8.38905e-05)
(1.88107 1.84228e-07 -7.48818e-05)
(1.88109 1.96914e-07 -6.68108e-05)
(1.8811 2.01897e-07 -5.95827e-05)
(1.88112 2.01335e-07 -5.31135e-05)
(1.88113 1.96719e-07 -4.73291e-05)
(1.88115 1.88728e-07 -4.21235e-05)
(1.88116 1.76808e-07 -3.70563e-05)
(1.88117 1.61441e-07 -3.19016e-05)
(1.88118 1.44806e-07 -2.68176e-05)
(1.8812 1.31286e-07 -2.20323e-05)
(1.88121 1.41505e-07 -1.79062e-05)
(1.88122 1.18944e-07 -1.47406e-05)
(1.88123 4.53808e-07 -1.41977e-05)
(1.73642 0.0150285 -0.061136)
(1.77026 0.0120874 -0.0501541)
(1.77882 0.00982259 -0.0419325)
(1.78903 0.00768651 -0.0345596)
(1.79815 0.00597702 -0.0286549)
(1.80568 0.00466931 -0.0240318)
(1.81195 0.00367622 -0.0203953)
(1.81715 0.00292429 -0.0175178)
(1.82148 0.00235351 -0.0152215)
(1.82508 0.00191744 -0.0133712)
(1.82816 0.00157454 -0.0118342)
(1.8309 0.00129374 -0.0105008)
(1.83336 0.00106065 -0.00932327)
(1.83559 0.00086783 -0.00828289)
(1.83758 0.00070881 -0.00736305)
(1.83938 0.000578037 -0.00654922)
(1.84099 0.000470777 -0.00582864)
(1.84244 0.000383022 -0.00519014)
(1.84373 0.000311394 -0.00462396)
(1.84489 0.000253064 -0.00412153)
(1.84593 0.000205665 -0.00367535)
(1.84686 0.000167231 -0.00327886)
(1.8477 0.000136128 -0.0029263)
(1.84845 0.000111005 -0.00261259)
(1.84912 9.07463e-05 -0.0023333)
(1.84971 7.44339e-05 -0.00208451)
(1.85025 6.13135e-05 -0.00186277)
(1.85073 5.07679e-05 -0.00166504)
(1.85116 4.2293e-05 -0.00148865)
(1.85155 3.5479e-05 -0.00133123)
(1.85189 2.99934e-05 -0.00119067)
(1.8522 2.55676e-05 -0.00106513)
(1.85248 2.19854e-05 -0.00095296)
(1.85273 1.90726e-05 -0.00085271)
(1.85295 1.66898e-05 -0.000763088)
(1.85315 1.47256e-05 -0.000682946)
(1.85333 1.3092e-05 -0.000611266)
(1.85349 1.17191e-05 -0.00054714)
(1.85363 1.05522e-05 -0.000489761)
(1.85376 9.54914e-06 -0.000438409)
(1.85387 8.67745e-06 -0.000392442)
(1.85398 7.91207e-06 -0.000351292)
(1.85407 7.2336e-06 -0.000314447)
(1.85415 6.62689e-06 -0.000281454)
(1.85423 6.0801e-06 -0.000251905)
(1.85429 5.58368e-06 -0.000225437)
(1.85435 5.12967e-06 -0.000201727)
(1.8544 4.71197e-06 -0.000180485)
(1.85445 4.32584e-06 -0.000161453)
(1.85449 3.9679e-06 -0.000144398)
(1.85453 3.63548e-06 -0.000129113)
(1.85457 3.32671e-06 -0.000115415)
(1.8546 3.04003e-06 -0.000103137)
(1.85462 2.77395e-06 -9.21337e-05)
(1.85465 2.5269e-06 -8.22719e-05)
(1.85467 2.29759e-06 -7.34347e-05)
(1.85469 2.08535e-06 -6.55174e-05)
(1.85471 1.8898e-06 -5.84272e-05)
(1.85472 1.71046e-06 -5.20818e-05)
(1.85474 1.5467e-06 -4.64088e-05)
(1.85475 1.39678e-06 -4.13036e-05)
(1.85476 1.24891e-06 -3.63337e-05)
(1.85477 1.09848e-06 -3.12775e-05)
(1.85479 9.53201e-07 -2.6291e-05)
