internalField   nonuniform List<vector> 
(0.111294 -2.66519e-07 8.80277e-08)
(0.111295 -2.25519e-07 7.2923e-08)
(0.111295 -1.87169e-07 5.68936e-08)
(0.111296 -1.58945e-07 2.75903e-08)
(0.111296 -1.18273e-07 1.51889e-08)
(0.111298 -2.27496e-07 -2.0037e-07)
(0.132294 -0.00367632 -0.00362842)
(0.15112 -0.00196888 -0.00157594)
(0.154596 -0.00136576 -0.00104639)
(0.158236 -0.00100352 -0.000636948)
(0.160575 -0.00075068 -0.000405041)
(0.162167 -0.000584777 -0.000269461)
(0.16331 -0.000470535 -0.000185109)
(0.164152 -0.000388686 -0.00013098)
(0.164788 -0.000328329 -9.51981e-05)
(0.165281 -0.00028257 -7.09998e-05)
(0.165677 -0.000246197 -5.40659e-05)
(0.166012 -0.000215729 -4.1678e-05)
(0.166301 -0.000189647 -3.23998e-05)
(0.166552 -0.000167198 -2.53896e-05)
(0.16677 -0.00014777 -2.00508e-05)
(0.166962 -0.00013087 -1.59536e-05)
(0.167129 -0.000116101 -1.27855e-05)
(0.167277 -0.000103144 -1.03179e-05)
(0.167407 -9.17374e-05 -8.38245e-06)
(0.167521 -8.16687e-05 -6.85369e-06)
(0.167623 -7.27596e-05 -5.63734e-06)
(0.167713 -6.48607e-05 -4.66254e-06)
(0.167793 -5.78466e-05 -3.87582e-06)
(0.167864 -5.16108e-05 -3.23642e-06)
(0.167927 -4.60617e-05 -2.71305e-06)
(0.167983 -4.11198e-05 -2.28178e-06)
(0.168033 -3.67157e-05 -1.92422e-06)
(0.168078 -3.27891e-05 -1.62607e-06)
(0.168117 -2.92872e-05 -1.37605e-06)
(0.168153 -2.61636e-05 -1.16535e-06)
(0.168184 -2.33767e-05 -9.8707e-07)
(0.168212 -2.08895e-05 -8.35757e-07)
(0.168237 -1.86691e-05 -7.07059e-07)
(0.16826 -1.66859e-05 -5.97416e-07)
(0.168279 -1.4914e-05 -5.03877e-07)
(0.168297 -1.33302e-05 -4.23993e-07)
(0.168313 -1.19142e-05 -3.55771e-07)
(0.168327 -1.06482e-05 -2.97546e-07)
(0.16834 -9.51674e-06 -2.4788e-07)
(0.168351 -8.50591e-06 -2.05526e-07)
(0.168361 -7.60327e-06 -1.69439e-07)
(0.16837 -6.79742e-06 -1.38754e-07)
(0.168378 -6.07765e-06 -1.12716e-07)
(0.168385 -5.43413e-06 -9.06229e-08)
(0.168392 -4.8581e-06 -7.18475e-08)
(0.168398 -4.34223e-06 -5.58583e-08)
(0.168403 -3.8803e-06 -4.22809e-08)
(0.168407 -3.46713e-06 -3.08483e-08)
(0.168411 -3.09804e-06 -2.13226e-08)
(0.168415 -2.76866e-06 -1.33812e-08)
(0.168418 -2.47454e-06 -6.64213e-09)
(0.168421 -2.21134e-06 -7.75693e-10)
(0.168424 -1.97529e-06 4.36828e-09)
(0.168426 -1.76348e-06 8.75585e-09)
(0.168428 -1.57367e-06 1.22953e-08)
(0.16843 -1.40388e-06 1.49702e-08)
(0.168431 -1.25214e-06 1.68687e-08)
(0.168433 -1.1164e-06 1.81012e-08)
(0.168434 -9.94713e-07 1.86852e-08)
(0.168435 -8.85933e-07 1.84003e-08)
(0.168436 -7.88544e-07 1.68306e-08)
(0.168437 -6.94206e-07 1.38016e-08)
(0.168438 -5.98945e-07 1.02245e-08)
(0.168439 -5.06046e-07 6.61708e-09)
(0.16844 -4.20895e-07 9.19673e-10)
(0.168441 -3.50972e-07 -2.47989e-08)
(0.168442 -2.90324e-07 -3.60171e-08)
(0.168444 -4.19841e-07 -3.29498e-07)
(0.17549 -0.00502017 -0.00454837)
(0.19633 -0.00323405 -0.00212425)
(0.200569 -0.00215064 -0.00143892)
(0.204857 -0.0015783 -0.000923115)
(0.207692 -0.00118243 -0.000619037)
(0.209641 -0.000918387 -0.000435426)
(0.211053 -0.000737295 -0.00031738)
(0.212101 -0.000608145 -0.000238833)
(0.212898 -0.000513255 -0.000184923)
(0.213517 -0.000441574 -0.000147006)
(0.214018 -0.000384819 -0.000119328)
(0.214442 -0.000337429 -9.81099e-05)
(0.214809 -0.000296934 -8.13871e-05)
(0.215128 -0.00026212 -6.80516e-05)
(0.215407 -0.000232004 -5.73059e-05)
(0.215651 -0.000205802 -4.85644e-05)
(0.215866 -0.000182888 -4.1391e-05)
(0.216055 -0.00016276 -3.54575e-05)
(0.216222 -0.000145013 -3.05137e-05)
(0.216369 -0.000129316 -2.63667e-05)
(0.2165 -0.000115396 -2.2866e-05)
(0.216616 -0.000103027 -1.9894e-05)
(0.216719 -9.20186e-05 -1.73577e-05)
(0.21681 -8.22097e-05 -1.51827e-05)
(0.216892 -7.34611e-05 -1.33091e-05)
(0.216964 -6.56526e-05 -1.16886e-05)
(0.217029 -5.86797e-05 -1.02821e-05)
(0.217086 -5.24509e-05 -9.05754e-06)
(0.217137 -4.68858e-05 -7.98823e-06)
(0.217183 -4.19127e-05 -7.05201e-06)
(0.217224 -3.74684e-05 -6.23052e-06)
(0.21726 -3.34965e-05 -5.50844e-06)
(0.217293 -2.99463e-05 -4.87283e-06)
(0.217322 -2.67726e-05 -4.31263e-06)
(0.217348 -2.39348e-05 -3.81837e-06)
(0.217371 -2.13971e-05 -3.38188e-06)
(0.217391 -1.9128e-05 -2.9961e-06)
(0.21741 -1.70989e-05 -2.6549e-06)
(0.217426 -1.52847e-05 -2.35295e-06)
(0.217441 -1.36627e-05 -2.08559e-06)
(0.217454 -1.22129e-05 -1.84874e-06)
(0.217466 -1.09173e-05 -1.63884e-06)
(0.217476 -9.75938e-06 -1.45275e-06)
(0.217485 -8.72436e-06 -1.28766e-06)
(0.217494 -7.79903e-06 -1.14107e-06)
(0.217501 -6.97143e-06 -1.01077e-06)
(0.217508 -6.23091e-06 -8.95012e-07)
(0.217514 -5.56798e-06 -7.92296e-07)
(0.217519 -4.9746e-06 -7.01211e-07)
(0.217524 -4.44385e-06 -6.20289e-07)
(0.217528 -3.96957e-06 -5.4814e-07)
(0.217532 -3.54606e-06 -4.83661e-07)
(0.217535 -3.1679e-06 -4.26103e-07)
(0.217538 -2.82989e-06 -3.74906e-07)
(0.217541 -2.52716e-06 -3.29522e-07)
(0.217543 -2.25547e-06 -2.89328e-07)
(0.217545 -2.01154e-06 -2.53759e-07)
(0.217547 -1.79293e-06 -2.22431e-07)
(0.217549 -1.59772e-06 -1.95264e-07)
(0.21755 -1.42409e-06 -1.72319e-07)
(0.217551 -1.26878e-06 -1.53562e-07)
(0.217553 -1.11821e-06 -1.37231e-07)
(0.217554 -9.66337e-07 -1.21085e-07)
(0.217555 -8.18086e-07 -1.04911e-07)
(0.217557 -6.8205e-07 -9.23104e-08)
(0.217558 -5.64715e-07 -1.0551e-07)
(0.217559 -4.90751e-07 -1.10986e-07)
(0.217561 -5.94167e-07 -4.60265e-07)
(0.214601 -0.00583867 -0.00528251)
(0.236496 -0.00421137 -0.00258931)
(0.241173 -0.00280091 -0.00177529)
(0.24581 -0.00205814 -0.00117991)
(0.248969 -0.00154516 -0.000817289)
(0.251164 -0.00119814 -0.000593496)
(0.252769 -0.000959988 -0.000446434)
(0.25397 -0.000790623 -0.000346204)
(0.254889 -0.000666581 -0.000275763)
(0.255607 -0.000573215 -0.000225058)
(0.256189 -0.000499586 -0.000187186)
(0.256685 -0.000438316 -0.000157458)
(0.257115 -0.000386084 -0.000133445)
(0.25749 -0.000341247 -0.000113816)
(0.257819 -0.000302492 -9.76094e-05)
(0.258107 -0.000268775 -8.41118e-05)
(0.258361 -0.000239272 -7.27841e-05)
(0.258584 -0.000213327 -6.32136e-05)
(0.258782 -0.000190413 -5.50799e-05)
(0.258957 -0.000170105 -4.81305e-05)
(0.259112 -0.000152057 -4.21646e-05)
(0.25925 -0.000135982 -3.70211e-05)
(0.259372 -0.000121641 -3.25697e-05)
(0.259481 -0.00010883 -2.87036e-05)
(0.259578 -9.73757e-05 -2.53351e-05)
(0.259665 -8.71285e-05 -2.23919e-05)
(0.259742 -7.79577e-05 -1.98138e-05)
(0.25981 -6.97486e-05 -1.75505e-05)
(0.259871 -6.23993e-05 -1.55594e-05)
(0.259926 -5.58199e-05 -1.38045e-05)
(0.259975 -4.99301e-05 -1.22553e-05)
(0.260018 -4.46585e-05 -1.0886e-05)
(0.260057 -3.99406e-05 -9.67415e-06)
(0.260092 -3.57187e-05 -8.60082e-06)
(0.260123 -3.19408e-05 -7.64938e-06)
(0.26015 -2.85608e-05 -6.80528e-06)
(0.260175 -2.55369e-05 -6.05582e-06)
(0.260197 -2.28316e-05 -5.38997e-06)
(0.260217 -2.04115e-05 -4.79809e-06)
(0.260234 -1.82468e-05 -4.27171e-06)
(0.26025 -1.63106e-05 -3.80337e-06)
(0.260264 -1.45794e-05 -3.3866e-06)
(0.260277 -1.30317e-05 -3.01564e-06)
(0.260288 -1.16485e-05 -2.6853e-06)
(0.260298 -1.04123e-05 -2.39088e-06)
(0.260307 -9.30689e-06 -2.12829e-06)
(0.260315 -8.31764e-06 -1.89407e-06)
(0.260322 -7.43167e-06 -1.68523e-06)
(0.260328 -6.63834e-06 -1.49909e-06)
(0.260334 -5.92894e-06 -1.33312e-06)
(0.260339 -5.29574e-06 -1.185e-06)
(0.260343 -4.7312e-06 -1.05264e-06)
(0.260347 -4.2276e-06 -9.34284e-07)
(0.260351 -3.77727e-06 -8.28435e-07)
(0.260354 -3.37339e-06 -7.33872e-07)
(0.260357 -3.01068e-06 -6.49596e-07)
(0.26036 -2.68534e-06 -5.74741e-07)
(0.260362 -2.39441e-06 -5.08515e-07)
(0.260364 -2.13537e-06 -4.50387e-07)
(0.260366 -1.90506e-06 -4.00119e-07)
(0.260367 -1.69847e-06 -3.57241e-07)
(0.260369 -1.49743e-06 -3.17912e-07)
(0.26037 -1.29461e-06 -2.78398e-07)
(0.260372 -1.09689e-06 -2.38865e-07)
(0.260373 -9.15806e-07 -2.04591e-07)
(0.260375 -7.57316e-07 -2.0096e-07)
(0.260376 -6.72991e-07 -1.98581e-07)
(0.260379 -7.24262e-07 -5.92246e-07)
(0.2498 -0.00609193 -0.00587025)
(0.272271 -0.00474421 -0.00297581)
(0.277177 -0.00320206 -0.0020535)
(0.281943 -0.00236144 -0.00139963)
(0.285291 -0.0017784 -0.000990436)
(0.287641 -0.00137832 -0.000733964)
(0.289375 -0.00110284 -0.000562914)
(0.290684 -0.000907208 -0.000444371)
(0.291692 -0.000764315 -0.00035971)
(0.292485 -0.000657121 -0.000297848)
(0.293131 -0.000572889 -0.000250994)
(0.293682 -0.00050302 -0.000213703)
(0.294162 -0.000443598 -0.000183147)
(0.294582 -0.000392675 -0.000157808)
(0.294951 -0.000348695 -0.000136595)
(0.295275 -0.000310435 -0.000118692)
(0.295561 -0.000276932 -0.00010348)
(0.295813 -0.000247428 -9.04783e-05)
(0.296037 -0.00022132 -7.93114e-05)
(0.296235 -0.000198128 -6.96781e-05)
(0.29641 -0.000177461 -6.13356e-05)
(0.296567 -0.000159002 -5.40863e-05)
(0.296705 -0.000142485 -4.77676e-05)
(0.296829 -0.000127688 -4.22449e-05)
(0.296939 -0.00011442 -3.7406e-05)
(0.297037 -0.000102518 -3.31568e-05)
(0.297125 -9.1838e-05 -2.94179e-05)
(0.297203 -8.22548e-05 -2.61221e-05)
(0.297272 -7.3656e-05 -2.32123e-05)
(0.297335 -6.59421e-05 -2.06396e-05)
(0.29739 -5.9024e-05 -1.83619e-05)
(0.29744 -5.28216e-05 -1.63432e-05)
(0.297484 -4.72626e-05 -1.45523e-05)
(0.297523 -4.22819e-05 -1.29624e-05)
(0.297559 -3.78207e-05 -1.15498e-05)
(0.29759 -3.3826e-05 -1.0294e-05)
(0.297618 -3.02497e-05 -9.17664e-06)
(0.297643 -2.70486e-05 -8.18203e-06)
(0.297666 -2.41837e-05 -7.29621e-06)
(0.297686 -2.16202e-05 -6.50692e-06)
(0.297704 -1.93266e-05 -5.80346e-06)
(0.29772 -1.72748e-05 -5.17641e-06)
(0.297734 -1.54397e-05 -4.61736e-06)
(0.297747 -1.37988e-05 -4.11868e-06)
(0.297758 -1.23318e-05 -3.67351e-06)
(0.297769 -1.102e-05 -3.27588e-06)
(0.297778 -9.8466e-06 -2.92069e-06)
(0.297786 -8.7968e-06 -2.60354e-06)
(0.297793 -7.85808e-06 -2.32048e-06)
(0.2978 -7.01934e-06 -2.06777e-06)
(0.297806 -6.27044e-06 -1.84194e-06)
(0.297811 -5.60178e-06 -1.63981e-06)
(0.297815 -5.0043e-06 -1.45873e-06)
(0.297819 -4.46981e-06 -1.29658e-06)
(0.297823 -3.99133e-06 -1.15166e-06)
(0.297826 -3.56305e-06 -1.02247e-06)
(0.297829 -3.1799e-06 -9.07545e-07)
(0.297832 -2.8374e-06 -8.05501e-07)
(0.297834 -2.53179e-06 -7.15384e-07)
(0.297836 -2.25954e-06 -6.36822e-07)
(0.297838 -2.01481e-06 -5.69138e-07)
(0.29784 -1.77621e-06 -5.06439e-07)
(0.297842 -1.53574e-06 -4.43292e-07)
(0.297843 -1.30237e-06 -3.80116e-07)
(0.297845 -1.08915e-06 -3.23654e-07)
(0.297847 -9.01598e-07 -3.01559e-07)
(0.297848 -8.08291e-07 -2.91045e-07)
(0.297852 -7.97452e-07 -7.23836e-07)
(0.281009 -0.00578655 -0.00634318)
(0.303825 -0.00477645 -0.00329531)
(0.308847 -0.00327973 -0.00227939)
(0.313596 -0.00243019 -0.00158243)
(0.317033 -0.00183715 -0.00113638)
(0.319467 -0.00142442 -0.000853541)
(0.321279 -0.00113892 -0.000663021)
(0.322658 -0.000936368 -0.000529425)
(0.323729 -0.000788782 -0.000432941)
(0.324575 -0.000678427 -0.000361726)
(0.325268 -0.000592008 -0.000307313)
(0.325862 -0.00052054 -0.000263636)
(0.326381 -0.000459898 -0.000227524)
(0.326836 -0.000408002 -0.000197304)
(0.327237 -0.000363203 -0.000171775)
(0.32759 -0.00032421 -0.000150045)
(0.327902 -0.000290017 -0.000131431)
(0.328178 -0.000259839 -0.000115403)
(0.328422 -0.000233058 -0.000101543)
(0.328639 -0.000209189 -8.95113e-05)
(0.328832 -0.000187841 -7.9033e-05)
(0.329003 -0.000168701 -6.98814e-05)
(0.329156 -0.000151509 -6.18682e-05)
(0.329291 -0.000136048 -5.4836e-05)
(0.329412 -0.000122135 -4.8652e-05)
(0.32952 -0.00010961 -4.32039e-05)
(0.329617 -9.83341e-05 -3.83962e-05)
(0.329703 -8.81856e-05 -3.41474e-05)
(0.329779 -7.90545e-05 -3.03875e-05)
(0.329848 -7.08427e-05 -2.70562e-05)
(0.329909 -6.34616e-05 -2.41014e-05)
(0.329963 -5.68307e-05 -2.1478e-05)
(0.330012 -5.08771e-05 -1.91469e-05)
(0.330056 -4.55345e-05 -1.70743e-05)
(0.330095 -4.07429e-05 -1.52301e-05)
(0.330129 -3.64477e-05 -1.35882e-05)
(0.33016 -3.25992e-05 -1.21257e-05)
(0.330188 -2.91523e-05 -1.08224e-05)
(0.330213 -2.60662e-05 -9.66043e-06)
(0.330235 -2.33037e-05 -8.62395e-06)
(0.330255 -2.08312e-05 -7.69919e-06)
(0.330273 -1.86182e-05 -6.87395e-06)
(0.330289 -1.66378e-05 -6.1373e-06)
(0.330303 -1.48664e-05 -5.47946e-06)
(0.330315 -1.32825e-05 -4.89183e-06)
(0.330327 -1.18669e-05 -4.36685e-06)
(0.330337 -1.06019e-05 -3.89781e-06)
(0.330346 -9.47167e-06 -3.47866e-06)
(0.330354 -8.46148e-06 -3.10385e-06)
(0.330361 -7.55828e-06 -2.76849e-06)
(0.330367 -6.75064e-06 -2.46825e-06)
(0.330373 -6.02869e-06 -2.19943e-06)
(0.330378 -5.38362e-06 -1.95879e-06)
(0.330383 -4.80744e-06 -1.74349e-06)
(0.330387 -4.29276e-06 -1.55104e-06)
(0.330391 -3.83293e-06 -1.37922e-06)
(0.330394 -3.42186e-06 -1.22606e-06)
(0.330397 -3.05432e-06 -1.08983e-06)
(0.330399 -2.72599e-06 -9.69272e-07)
(0.330402 -2.43312e-06 -8.63853e-07)
(0.330404 -2.16975e-06 -7.72751e-07)
(0.330406 -1.91324e-06 -6.88249e-07)
(0.330408 -1.65493e-06 -6.03074e-07)
(0.33041 -1.40506e-06 -5.17622e-07)
(0.330411 -1.17645e-06 -4.40067e-07)
(0.330413 -9.74707e-07 -3.9992e-07)
(0.330415 -8.76275e-07 -3.82725e-07)
(0.330419 -8.04621e-07 -8.52278e-07)
(0.307947 -0.00494772 -0.00672507)
(0.331 -0.00429991 -0.00355979)
(0.336097 -0.00299223 -0.00246118)
(0.340748 -0.00222659 -0.00173201)
(0.344206 -0.00168981 -0.00125668)
(0.346676 -0.00131142 -0.000952458)
(0.348527 -0.00104875 -0.000746192)
(0.349949 -0.000862721 -0.000600369)
(0.35106 -0.000727619 -0.000494229)
(0.351943 -0.000626973 -0.000415362)
(0.352669 -0.000548431 -0.000354772)
(0.353295 -0.000483658 -0.000305885)
(0.353843 -0.000428795 -0.000265235)
(0.354326 -0.000381869 -0.000231011)
(0.354751 -0.000341328 -0.000201924)
(0.355127 -0.000305966 -0.000177018)
(0.355459 -0.000274852 -0.000155566)
(0.355754 -0.000247271 -0.000136998)
(0.356015 -0.000222671 -0.000120863)
(0.356248 -0.000200622 -0.000106795)
(0.356454 -0.000180788 -9.44953e-05)
(0.356638 -0.000162898 -8.37138e-05)
(0.356801 -0.000146737 -7.42429e-05)
(0.356947 -0.000132121 -6.59071e-05)
(0.357077 -0.000118897 -5.85575e-05)
(0.357193 -0.000106935 -5.20674e-05)
(0.357296 -9.61165e-05 -4.63283e-05)
(0.357389 -8.63391e-05 -4.12469e-05)
(0.357471 -7.7509e-05 -3.67426e-05)
(0.357545 -6.95414e-05 -3.27456e-05)
(0.35761 -6.23583e-05 -2.91955e-05)
(0.357669 -5.58883e-05 -2.60396e-05)
(0.357722 -5.00656e-05 -2.32321e-05)
(0.357768 -4.48302e-05 -2.0733e-05)
(0.35781 -4.01268e-05 -1.8507e-05)
(0.357848 -3.59046e-05 -1.65234e-05)
(0.357881 -3.21171e-05 -1.47551e-05)
(0.357911 -2.8722e-05 -1.31781e-05)
(0.357938 -2.56805e-05 -1.17709e-05)
(0.357962 -2.29566e-05 -1.05149e-05)
(0.357983 -2.05177e-05 -9.39338e-06)
(0.358002 -1.83342e-05 -8.39178e-06)
(0.358019 -1.63803e-05 -7.49701e-06)
(0.358035 -1.46327e-05 -6.6976e-06)
(0.358048 -1.30706e-05 -5.98338e-06)
(0.35806 -1.16747e-05 -5.34523e-06)
(0.358071 -1.04278e-05 -4.77472e-06)
(0.358081 -9.31378e-06 -4.26419e-06)
(0.35809 -8.31816e-06 -3.80697e-06)
(0.358097 -7.4279e-06 -3.39739e-06)
(0.358104 -6.63187e-06 -3.03062e-06)
(0.358111 -5.92046e-06 -2.70231e-06)
(0.358116 -5.28513e-06 -2.40848e-06)
(0.358121 -4.71801e-06 -2.14551e-06)
(0.358125 -4.21181e-06 -1.9103e-06)
(0.358129 -3.75979e-06 -1.70018e-06)
(0.358133 -3.35604e-06 -1.51274e-06)
(0.358136 -2.99545e-06 -1.34587e-06)
(0.358139 -2.67355e-06 -1.19803e-06)
(0.358141 -2.38645e-06 -1.06863e-06)
(0.358143 -2.12847e-06 -9.56835e-07)
(0.358146 -1.87788e-06 -8.53228e-07)
(0.358148 -1.62561e-06 -7.48743e-07)
(0.35815 -1.38152e-06 -6.43622e-07)
(0.358152 -1.15748e-06 -5.47499e-07)
(0.358154 -9.59532e-07 -4.91015e-07)
(0.358156 -8.63434e-07 -4.6918e-07)
(0.35816 -7.40241e-07 -9.73583e-07)
(0.330148 -0.00361727 -0.00703278)
(0.353392 -0.0033401 -0.00377868)
(0.358573 -0.00233053 -0.00260645)
(0.363098 -0.00173619 -0.00185274)
(0.366542 -0.00132172 -0.0013541)
(0.369019 -0.00102687 -0.0010324)
(0.370887 -0.000822471 -0.000813367)
(0.372332 -0.000678671 -0.000657656)
(0.373468 -0.000574956 -0.000543713)
(0.374375 -0.000498162 -0.000458682)
(0.375125 -0.000438503 -0.000393149)
(0.375773 -0.000389426 -0.000340121)
(0.376343 -0.000347872 -0.000295874)
(0.376846 -0.000312257 -0.000258476)
(0.377291 -0.000281346 -0.00022656)
(0.377684 -0.000254196 -0.000199122)
(0.378033 -0.000230096 -0.000175397)
(0.378342 -0.000208513 -0.000154786)
(0.378617 -0.00018905 -0.000136816)
(0.378861 -0.000171404 -0.000121098)
(0.379078 -0.00015535 -0.000107316)
(0.379272 -0.00014071 -9.52041e-05)
(0.379444 -0.000127343 -8.45392e-05)
(0.379598 -0.000115137 -7.51325e-05)
(0.379735 -0.000103994 -6.68229e-05)
(0.379857 -9.38313e-05 -5.94726e-05)
(0.379966 -8.4573e-05 -5.29627e-05)
(0.380063 -7.61502e-05 -4.71909e-05)
(0.38015 -6.84993e-05 -4.20681e-05)
(0.380228 -6.15603e-05 -3.75172e-05)
(0.380297 -5.52766e-05 -3.3471e-05)
(0.380359 -4.95947e-05 -2.98708e-05)
(0.380414 -4.44644e-05 -2.66653e-05)
(0.380464 -3.98386e-05 -2.38096e-05)
(0.380508 -3.56728e-05 -2.12641e-05)
(0.380547 -3.19254e-05 -1.89943e-05)
(0.380583 -2.85582e-05 -1.69696e-05)
(0.380614 -2.55362e-05 -1.51627e-05)
(0.380643 -2.28263e-05 -1.35497e-05)
(0.380668 -2.03982e-05 -1.21093e-05)
(0.38069 -1.82239e-05 -1.08225e-05)
